Date,Player_Name,Team,Opponent,Runs,Balls_Faced,Fours,Sixes,Wickets,Economy_Rate,Match_Result,Match_Type,Player_Impact_Score,Strike_Rate,Catches,Target_Score
2022-10-01,Kane Williamson,Pakistan,South Africa,150,80,7,21,5,5.56,Loss,ODI,240.88,187.5,4,379
2023-03-01,Rohit Sharma,New Zealand,South Africa,102,123,12,8,0,7.12,Tie,T20,84.76,82.93,4,223
2021-04-01,Joe Root,South Africa,England,20,115,2,3,1,8.21,Tie,Test,26.58,17.39,2,195
2021-05-08,Kane Williamson,India,Bangladesh,40,143,2,5,0,4.74,Loss,T20,29.52,27.97,4,228
2025-05-07,Rohit Sharma,England,New Zealand,99,20,11,1,5,5.2,Loss,ODI,164.1,495,4,121
2022-12-28,Virat Kohli,Australia,New Zealand,143,126,10,20,2,6.01,Tie,ODI,179.48,113.49,1,140
2022-01-30,Rohit Sharma,England,New Zealand,138,55,11,12,4,9.93,Tie,Test,187.14,250.91,2,172
2021-05-05,Virat Kohli,New Zealand,Australia,88,36,2,4,1,5.69,Loss,T20,68.62,244.44,4,271
2025-02-18,Rohit Sharma,Sri Lanka,South Africa,34,66,0,4,3,5.63,Win,Test,77.74,51.52,0,218
2022-11-07,David Warner,New Zealand,Australia,122,68,26,13,2,4.98,Loss,ODI,182.04,179.41,3,148
2023-02-19,Babar Azam,India,Sri Lanka,83,95,4,10,5,3.66,Loss,Test,172.18,87.37,3,310
2023-06-12,Babar Azam,India,Sri Lanka,123,26,20,13,5,4.98,Win,ODI,230.54,473.08,1,309
2020-08-24,Steve Smith,South Africa,Bangladesh,151,92,13,25,5,3.11,Tie,T20,270.28,164.13,4,185
2025-03-25,Babar Azam,Pakistan,New Zealand,185,53,22,17,0,6.48,Win,Test,174.54,349.06,1,231
2021-01-01,Virat Kohli,England,South Africa,114,127,20,13,5,7.48,Loss,Test,221.04,89.76,4,283
2021-01-27,Babar Azam,Pakistan,Australia,0,16,0,0,4,3.37,Tie,ODI,73.26,0,1,244
2021-03-23,Joe Root,Bangladesh,Sri Lanka,175,56,15,23,3,7.16,Win,ODI,232.18,312.5,1,257
2021-07-06,Babar Azam,England,India,166,54,37,23,4,4.38,Tie,T20,297.24,307.41,1,173
2023-05-07,Rohit Sharma,India,England,93,66,16,11,3,5.21,Tie,ODI,161.08,140.91,4,253
2022-11-23,Joe Root,Australia,New Zealand,122,133,17,11,4,6.7,Win,ODI,194.6,91.73,3,124
2021-05-23,Joe Root,South Africa,Australia,143,116,15,14,1,4.41,Win,T20,154.68,123.28,4,353
2025-03-27,Babar Azam,Sri Lanka,Bangladesh,24,13,1,4,0,3.98,Tie,Test,18.04,184.62,1,170
2021-05-13,Jos Buttler,England,Bangladesh,119,104,5,2,2,5.97,Loss,ODI,103.56,114.42,3,165
2024-03-30,Kane Williamson,Bangladesh,South Africa,193,94,44,17,4,8.19,Tie,ODI,299.12,205.32,0,284
2025-02-15,Virat Kohli,Bangladesh,New Zealand,62,72,8,7,3,3.66,Loss,ODI,120.68,86.11,0,152
2023-03-31,David Warner,Sri Lanka,South Africa,7,123,1,1,4,3.97,Win,T20,80.56,5.69,3,274
2023-07-28,Babar Azam,Australia,India,85,16,17,14,1,4.25,Win,Test,130,531.25,1,140
2020-02-23,Babar Azam,New Zealand,Australia,13,137,2,2,2,3.51,Win,ODI,49.48,9.49,1,264
2020-12-13,Jos Buttler,Australia,India,78,141,9,3,1,3.08,Loss,Test,79.84,55.32,0,372
2021-05-23,David Warner,Bangladesh,England,15,105,1,2,0,7.48,Loss,ODI,0.54,14.29,2,308
2020-10-17,Steve Smith,Bangladesh,England,145,111,4,24,4,9.22,Loss,Test,214.06,130.63,0,387
2024-08-26,David Warner,Bangladesh,South Africa,178,125,22,4,2,4.82,Win,ODI,175.36,142.4,0,182
2021-03-04,Virat Kohli,India,South Africa,190,131,42,0,2,9.61,Loss,Test,199.78,145.04,2,124
2022-09-22,Kane Williamson,Pakistan,Australia,198,148,8,29,1,5.68,Tie,ODI,210.64,133.78,3,306
2024-10-09,Steve Smith,South Africa,Pakistan,46,14,7,0,3,8.86,Tie,Test,79.28,328.57,1,186
2020-02-16,Jos Buttler,Sri Lanka,Pakistan,65,5,0,2,2,8.06,Tie,Test,62.38,1300,0,188
2024-05-24,Virat Kohli,South Africa,Pakistan,133,136,13,13,2,4.75,Tie,ODI,162,97.79,4,245
2023-05-27,David Warner,New Zealand,Bangladesh,50,65,5,7,2,3.91,Win,Test,88.18,76.92,2,279
2025-06-20,Joe Root,Pakistan,South Africa,3,121,0,0,0,4.28,Loss,T20,-7.06,2.48,0,128
2020-12-31,David Warner,New Zealand,Australia,113,57,12,4,5,5.5,Win,ODI,181.5,198.25,3,241
2024-08-22,Jos Buttler,Sri Lanka,Bangladesh,12,3,0,2,2,3.37,Loss,Test,45.26,400,3,199
2025-03-13,Virat Kohli,Pakistan,Bangladesh,88,96,2,11,3,5.35,Win,T20,130.3,91.67,1,228
2024-03-10,Rohit Sharma,Bangladesh,Sri Lanka,110,147,25,18,3,5.3,Tie,Test,208.4,74.83,1,299
2021-09-09,Rohit Sharma,England,Bangladesh,94,106,17,8,3,4.35,Win,Test,156.3,88.68,1,176
2021-05-17,David Warner,Pakistan,Bangladesh,176,40,42,8,5,3.95,Tie,ODI,288.1,440,2,189
2025-06-07,Kane Williamson,India,South Africa,42,43,5,4,5,5.14,Loss,Test,132.72,97.67,1,168
2024-01-08,Kane Williamson,Pakistan,India,65,145,7,4,4,9.45,Win,ODI,119.6,44.83,3,379
2022-03-28,Kane Williamson,India,Bangladesh,98,95,12,1,1,9.02,Tie,Test,77.96,103.16,3,269
2022-05-28,Babar Azam,Sri Lanka,Australia,1,93,0,0,3,3.47,Loss,T20,53.56,1.08,0,386
2020-10-14,Virat Kohli,England,Pakistan,131,148,6,3,0,6,Tie,ODI,74.5,88.51,4,396
2023-07-11,Joe Root,Australia,Bangladesh,199,117,19,18,1,5.43,Tie,Test,200.64,170.09,2,312
2021-04-17,Kane Williamson,South Africa,Australia,177,11,42,4,4,5.76,Win,ODI,252.98,1609.09,3,277
2025-06-03,Virat Kohli,Bangladesh,England,86,107,5,3,4,3.57,Loss,Test,134.86,80.37,2,199
2021-05-16,Steve Smith,New Zealand,India,56,128,1,8,0,5.23,Loss,Test,43.54,43.75,1,155
2022-08-02,Kane Williamson,Bangladesh,Pakistan,110,83,16,1,2,8.03,Tie,T20,113.94,132.53,0,179
2024-11-21,Virat Kohli,Australia,South Africa,137,2,3,13,1,6.52,Tie,Test,120.46,6850,4,218
2025-06-08,Babar Azam,New Zealand,Pakistan,27,65,0,2,3,3.43,Win,T20,72.64,41.54,4,386
2023-10-28,Jos Buttler,Pakistan,New Zealand,55,131,2,8,2,6.78,Win,T20,81.94,41.98,0,324
2020-06-09,Joe Root,Pakistan,India,143,64,7,19,4,9.27,Loss,Test,203.96,223.44,2,353
2020-07-25,Kane Williamson,England,India,76,90,11,12,1,9.76,Win,T20,96.48,84.44,0,328
2025-01-04,Virat Kohli,Australia,Pakistan,88,57,14,11,1,6.68,Loss,ODI,111.64,154.39,2,333
2023-05-04,David Warner,South Africa,Australia,116,139,25,19,2,9.89,Win,T20,185.22,83.45,1,363
2024-11-12,Kane Williamson,Australia,Bangladesh,98,56,3,1,3,3.5,Tie,T20,111,175,4,257
2022-06-30,Kane Williamson,Australia,Sri Lanka,60,146,6,10,4,5.26,Tie,T20,141.48,41.1,4,157
2021-06-05,Babar Azam,India,Australia,114,108,18,18,3,6.1,Win,Test,194.8,105.56,0,380
2024-10-11,Jos Buttler,England,South Africa,142,67,6,10,1,5.35,Win,ODI,122.3,211.94,4,185
2024-04-03,Virat Kohli,New Zealand,England,117,76,2,2,5,8.25,Tie,T20,152,153.95,0,337
2024-11-14,Joe Root,Bangladesh,India,106,122,2,16,4,7.37,Loss,ODI,170.26,86.89,0,155
2021-12-11,Steve Smith,India,Pakistan,96,102,15,3,4,4.77,Tie,Test,157.46,94.12,0,192
2021-05-21,Jos Buttler,South Africa,Australia,24,71,2,0,4,5.95,Tie,ODI,84.1,33.8,4,143
2023-07-13,David Warner,India,Bangladesh,77,63,6,3,4,7.56,Tie,ODI,124.38,122.22,0,214
2022-06-22,Jos Buttler,Bangladesh,Australia,125,90,2,9,2,5.28,Loss,Test,122.94,138.89,3,290
2020-04-09,Babar Azam,New Zealand,Australia,65,39,12,1,2,9.64,Loss,Test,80.22,166.67,4,194
2025-01-30,Virat Kohli,New Zealand,Australia,1,124,0,0,0,4,Win,T20,-7.5,0.81,4,283
2020-03-02,Joe Root,South Africa,Bangladesh,127,49,0,14,2,5.69,Win,Test,134.12,259.18,3,269
2023-10-14,Rohit Sharma,New Zealand,South Africa,178,48,36,6,4,5.01,Tie,ODI,248.98,370.83,0,120
2025-02-05,Babar Azam,Pakistan,England,23,140,2,2,2,8.15,Loss,Test,45.2,16.43,3,160
2024-10-15,Babar Azam,New Zealand,England,52,12,1,6,4,7.59,Loss,T20,110.82,433.33,4,304
2020-05-05,Joe Root,Pakistan,New Zealand,73,63,18,3,1,4.77,Tie,Test,91.96,115.87,3,239
2022-11-24,Jos Buttler,England,Pakistan,22,139,2,0,1,3.48,Tie,T20,28.04,15.83,1,317
2021-10-01,Jos Buttler,India,Bangladesh,128,135,10,15,1,4.27,Win,ODI,140.46,94.81,1,312
2021-05-18,Kane Williamson,England,Australia,112,94,20,1,4,6.31,Tie,T20,166.38,119.15,1,209
2021-07-11,Babar Azam,Australia,India,35,19,7,4,0,7.6,Win,Test,28.3,184.21,0,368
2020-07-21,Virat Kohli,Pakistan,Australia,0,78,0,1,3,6.04,Win,T20,50.92,0,0,342
2024-12-20,David Warner,New Zealand,Pakistan,19,141,2,1,4,7.72,Tie,ODI,81.06,13.48,2,361
2020-02-22,Babar Azam,India,South Africa,157,22,26,3,4,7.99,Win,Test,203.52,713.64,3,147
2023-01-15,David Warner,Australia,Bangladesh,3,99,0,0,3,6.35,Loss,Test,48.8,3.03,0,129
2020-09-21,Babar Azam,Bangladesh,India,0,71,0,1,5,7.1,Tie,T20,88.8,0,4,267
2022-07-08,Babar Azam,Australia,Sri Lanka,143,134,31,18,4,8.23,Loss,Test,251.04,106.72,0,214
2024-07-18,Virat Kohli,Bangladesh,Sri Lanka,192,24,14,20,4,6.05,Loss,Test,251.9,800,0,173
2023-08-09,Joe Root,India,Australia,33,60,1,1,5,4.98,Loss,T20,111.54,55,0,158
2022-04-12,Virat Kohli,India,England,17,121,4,0,4,6.5,Win,T20,83.5,14.05,0,156
2025-03-31,Virat Kohli,Australia,India,90,96,0,1,3,6.88,Win,ODI,94.24,93.75,2,205
2023-02-28,Kane Williamson,Sri Lanka,New Zealand,40,50,3,6,0,4.52,Tie,T20,34.96,80,4,243
2020-03-19,Jos Buttler,Bangladesh,South Africa,1,136,0,0,0,7.32,Tie,Test,-14.14,0.74,4,124
2022-03-04,Babar Azam,Pakistan,New Zealand,158,130,7,1,3,7.05,Win,Test,141.9,121.54,4,378
2023-09-10,Virat Kohli,India,Sri Lanka,88,134,13,13,5,3.28,Loss,ODI,202.44,65.67,1,157
2022-07-13,Jos Buttler,New Zealand,South Africa,171,25,3,26,4,7.49,Tie,Test,234.52,684,1,360
2023-11-26,Steve Smith,Bangladesh,India,5,31,0,0,5,7.29,Loss,T20,87.92,16.13,2,130
2022-06-22,Virat Kohli,New Zealand,Pakistan,79,147,18,4,4,7.18,Loss,ODI,153.14,53.74,4,240
2021-05-25,David Warner,Bangladesh,Pakistan,84,23,1,11,5,6.09,Loss,T20,164.82,365.22,3,165
2023-06-27,Steve Smith,England,Australia,86,11,8,9,3,3.97,Loss,ODI,138.06,781.82,1,367
2022-06-02,Joe Root,India,Sri Lanka,118,81,3,5,5,9.51,Loss,Test,160.98,145.68,1,123
2021-10-29,David Warner,Pakistan,England,149,47,8,22,0,6.38,Loss,T20,143.74,317.02,2,210
2021-04-28,Rohit Sharma,India,Bangladesh,174,126,13,12,5,7.52,Win,Test,233.96,138.1,4,167
2020-10-08,Rohit Sharma,Australia,Sri Lanka,171,83,4,2,5,4.16,Win,Test,191.18,206.02,4,308
2020-05-22,Jos Buttler,Pakistan,Bangladesh,124,114,13,18,2,9.58,Win,Test,162.84,108.77,1,316
2021-06-28,Kane Williamson,India,Pakistan,155,84,33,7,2,9.09,Tie,Test,186.32,184.52,2,234
2020-08-01,Rohit Sharma,Pakistan,Australia,75,41,9,10,5,7.98,Loss,ODI,169.54,182.93,4,252
2021-05-30,Steve Smith,England,South Africa,177,115,18,15,3,7.81,Win,Test,213.88,153.91,1,167
2021-02-12,Rohit Sharma,Sri Lanka,India,103,143,6,6,4,3.26,Loss,T20,154.98,72.03,2,385
2024-08-02,Jos Buttler,Australia,England,22,20,0,0,2,7.93,Loss,Test,35.14,110,4,257
2023-05-25,Virat Kohli,South Africa,Bangladesh,62,93,15,2,1,8.57,Win,ODI,69.86,66.67,0,228
2020-08-11,Jos Buttler,Pakistan,Bangladesh,26,107,4,4,1,3.81,Tie,T20,45.38,24.3,3,303
2022-06-19,Steve Smith,Australia,Bangladesh,100,6,1,7,3,4.44,Loss,ODI,124.12,1666.67,1,241
2024-12-02,Jos Buttler,Sri Lanka,England,73,121,9,3,1,5.12,Win,ODI,73.26,60.33,2,124
2020-11-03,Steve Smith,England,New Zealand,61,65,5,5,1,5.01,Win,T20,65.48,93.85,4,274
2022-04-07,Joe Root,Bangladesh,South Africa,52,150,6,8,0,3.96,Loss,ODI,54.08,34.67,1,330
2022-09-27,Rohit Sharma,India,Bangladesh,162,48,20,19,5,4.14,Tie,Test,269.72,337.5,0,250
2020-09-18,Steve Smith,Sri Lanka,Bangladesh,16,41,0,2,3,7.74,Loss,T20,58.52,39.02,3,311
2021-02-26,Babar Azam,Sri Lanka,Bangladesh,84,93,8,10,4,3.37,Win,Test,161.26,90.32,1,164
2025-05-30,Babar Azam,Sri Lanka,Australia,50,120,2,1,1,4.52,Tie,T20,42.96,41.67,2,217
2022-05-16,Rohit Sharma,Pakistan,Sri Lanka,102,25,16,14,5,4.67,Loss,ODI,215.66,408,2,255
2025-04-03,Virat Kohli,Pakistan,Australia,172,11,14,23,0,6.2,Win,T20,170.6,1563.64,2,275
2022-05-17,Steve Smith,New Zealand,Pakistan,155,92,34,25,3,9.09,Win,T20,262.32,168.48,1,227
2020-06-24,Steve Smith,India,South Africa,143,90,15,22,2,8.71,Win,T20,190.08,158.89,2,308
2023-12-14,Babar Azam,England,Australia,165,46,4,25,0,4.97,Win,ODI,155.56,358.7,0,310
2023-02-18,Steve Smith,New Zealand,Sri Lanka,96,14,7,3,1,6.26,Tie,ODI,78.48,685.71,1,239
2024-12-22,Joe Root,Australia,England,171,54,8,12,4,9.03,Win,ODI,199.44,316.67,4,346
2023-11-10,David Warner,England,South Africa,196,42,3,27,1,5.71,Loss,Test,193.58,466.67,1,190
2024-10-14,Joe Root,Australia,Sri Lanka,148,39,5,24,5,8.92,Loss,ODI,238.16,379.49,0,279
2023-08-22,Jos Buttler,India,South Africa,61,25,6,5,3,6.24,Win,ODI,105.02,244,2,138
2022-03-18,Kane Williamson,South Africa,Sri Lanka,55,109,1,1,1,4.51,Loss,T20,43.48,50.46,3,226
2021-09-30,David Warner,Australia,England,79,87,10,10,1,3.41,Tie,ODI,102.68,90.8,2,324
2024-03-06,David Warner,Sri Lanka,South Africa,58,89,9,2,0,8.07,Loss,Test,36.86,65.17,4,228
2021-01-05,Babar Azam,South Africa,India,78,121,8,2,4,9.86,Loss,T20,121.28,64.46,1,324
2023-07-25,Joe Root,Sri Lanka,Pakistan,150,59,26,4,1,9.95,Loss,Test,139.1,254.24,3,313
2021-11-29,Virat Kohli,Pakistan,Sri Lanka,145,138,8,14,3,5.1,Loss,T20,180.3,105.07,1,350
2021-02-08,Steve Smith,Sri Lanka,Australia,23,37,5,0,2,4.63,Loss,ODI,52.24,62.16,0,138
2021-04-11,Babar Azam,Sri Lanka,India,22,106,3,3,4,4.55,Loss,T20,96.9,20.75,1,199
2022-10-08,Joe Root,Bangladesh,Australia,36,126,8,0,1,6.04,Loss,ODI,41.92,28.57,4,208
2024-01-18,Virat Kohli,Sri Lanka,England,198,143,28,0,5,8.12,Loss,ODI,238.76,138.46,2,194
2024-04-22,Steve Smith,Australia,New Zealand,24,92,1,0,3,8.2,Loss,ODI,57.6,26.09,3,259
2023-08-21,David Warner,Australia,India,65,55,9,7,3,9.43,Loss,Test,112.64,118.18,2,167
2023-12-27,Virat Kohli,Australia,Pakistan,84,86,14,9,1,8.73,Loss,Test,99.54,97.67,2,181
2020-03-07,Joe Root,Sri Lanka,Pakistan,31,115,2,0,1,5.7,Tie,ODI,28.1,26.96,3,289
2022-11-17,Virat Kohli,Australia,South Africa,139,126,26,15,1,9.47,Loss,ODI,167.56,110.32,4,304
2022-03-24,Rohit Sharma,England,Pakistan,167,20,17,21,5,4.45,Loss,Test,271.6,835,3,192
2021-05-04,David Warner,Australia,England,96,104,23,12,1,9.68,Loss,Test,130.64,92.31,2,320
2023-08-07,Rohit Sharma,South Africa,New Zealand,168,138,2,10,0,3.56,Win,Test,110.88,121.74,1,175
2021-10-15,Joe Root,Bangladesh,England,67,87,7,5,3,5.18,Loss,T20,112.14,77.01,3,206
2022-02-21,Joe Root,Bangladesh,Pakistan,166,149,29,1,2,6.18,Tie,T20,171.64,111.41,2,319
2023-01-20,Rohit Sharma,India,South Africa,9,150,2,0,1,4.57,Tie,T20,19.36,6,2,125
2020-04-25,Jos Buttler,New Zealand,Sri Lanka,153,113,33,20,2,9.12,Tie,T20,224.26,135.4,4,214
2024-07-05,Steve Smith,India,England,112,108,18,11,2,9.35,Loss,ODI,146.3,103.7,4,371
2023-03-26,Steve Smith,Australia,England,140,138,3,23,1,8.29,Win,T20,148.42,101.45,1,161
2024-07-22,Joe Root,New Zealand,India,50,124,9,6,1,3.57,Win,ODI,73.86,40.32,2,308
2022-08-15,Virat Kohli,Australia,Bangladesh,1,11,0,0,4,6.29,Loss,ODI,67.92,9.09,1,198
2020-08-20,Virat Kohli,Australia,Sri Lanka,159,122,28,21,2,9.79,Loss,Test,218.92,130.33,3,248
2022-08-27,Joe Root,Pakistan,South Africa,10,37,2,0,2,6.1,Loss,Test,36.8,27.03,0,235
2021-05-06,Jos Buttler,Bangladesh,New Zealand,130,37,12,14,4,7.43,Tie,Test,196.14,351.35,4,329
2023-05-01,Kane Williamson,England,India,94,146,4,6,2,8.2,Win,ODI,96.6,64.38,0,162
2020-06-19,Rohit Sharma,India,Pakistan,141,139,34,19,1,8.96,Win,T20,197.58,101.44,0,392
2023-08-03,Kane Williamson,Bangladesh,South Africa,167,102,40,0,1,4.52,Loss,T20,174.46,163.73,4,331
2022-11-01,Steve Smith,India,Pakistan,139,25,33,1,4,3.2,Loss,ODI,212.1,556,4,138
2023-08-29,Joe Root,New Zealand,England,170,77,33,17,2,5.33,Loss,Test,231.34,220.78,2,152
2025-02-19,Kane Williamson,Sri Lanka,Pakistan,69,71,17,2,4,9.48,Loss,T20,135.54,97.18,0,379
2022-12-27,Virat Kohli,South Africa,New Zealand,82,90,4,8,3,6.94,Tie,Test,119.12,91.11,4,356
2021-10-27,Babar Azam,South Africa,Bangladesh,5,99,1,0,0,8.99,Loss,ODI,-13.48,5.05,4,292
2020-05-23,Virat Kohli,India,New Zealand,65,91,6,10,0,5.69,Tie,ODI,63.12,71.43,4,312
2020-03-27,Rohit Sharma,South Africa,Sri Lanka,155,117,5,10,4,5.83,Tie,T20,185.84,132.48,4,280
2025-03-12,Rohit Sharma,Australia,South Africa,96,131,13,1,2,5.62,Win,Test,105.76,73.28,2,120
2022-10-24,Joe Root,India,Australia,62,97,8,0,1,6.84,Loss,T20,53.32,63.92,1,188
2021-03-02,Babar Azam,Australia,South Africa,118,4,4,19,5,3.34,Tie,Test,217.32,2950,3,126
2021-10-26,Babar Azam,Pakistan,New Zealand,188,26,23,16,3,3.96,Loss,Test,240.08,723.08,0,345
2020-10-27,Steve Smith,Bangladesh,New Zealand,151,44,26,19,4,9.33,Win,ODI,245.84,343.18,3,268
2022-03-31,Babar Azam,New Zealand,Sri Lanka,178,77,0,19,5,4.37,Loss,ODI,237.26,231.17,4,200
2023-05-24,Joe Root,England,Sri Lanka,54,63,3,5,3,6.38,Win,Test,95.24,85.71,1,339
2021-05-13,Joe Root,Sri Lanka,England,167,17,34,14,4,4.68,Win,Test,264.14,982.35,2,242
2024-11-07,David Warner,India,South Africa,77,114,1,2,3,3.98,Loss,Test,98.54,67.54,0,208
2021-04-01,Jos Buttler,Australia,Sri Lanka,9,7,0,0,1,5.34,Win,T20,13.82,128.57,4,123
2021-07-02,Kane Williamson,Sri Lanka,Bangladesh,131,20,11,17,5,5,Tie,T20,228.5,655,4,394
2021-09-29,Steve Smith,Sri Lanka,England,99,88,10,8,5,7.05,Loss,Test,179.4,112.5,3,157
2021-03-08,Babar Azam,Sri Lanka,Pakistan,11,131,0,1,0,7.3,Win,ODI,-6.1,8.4,2,223
2020-12-05,David Warner,India,Australia,169,94,25,27,5,8.7,Loss,ODI,298.1,179.79,3,399
2021-10-21,Babar Azam,South Africa,New Zealand,192,136,34,10,3,3.08,Win,T20,247.84,141.18,0,269
2023-09-15,David Warner,India,New Zealand,140,29,2,23,2,6.29,Loss,ODI,170.42,482.76,1,325
2020-01-07,Steve Smith,South Africa,Sri Lanka,186,56,42,19,4,8.83,Win,Test,296.34,332.14,0,213
2024-04-04,Virat Kohli,Australia,England,28,126,2,1,2,9.27,Loss,T20,42.46,22.22,3,360
2025-01-13,Steve Smith,Bangladesh,Pakistan,28,87,6,3,0,5.74,Win,T20,23.52,32.18,0,212
2021-05-01,Kane Williamson,South Africa,Australia,118,5,25,17,3,3.03,Win,ODI,213.94,2360,0,253
2020-03-21,Steve Smith,Bangladesh,Pakistan,40,54,7,4,0,8.69,Tie,T20,28.62,74.07,3,224
2021-09-30,Virat Kohli,Sri Lanka,Pakistan,167,72,39,14,2,5.4,Win,Test,232.7,231.94,0,340
2023-11-16,Jos Buttler,Bangladesh,Sri Lanka,30,149,4,1,2,7.69,Tie,T20,50.62,20.13,0,394
2021-05-12,Virat Kohli,Sri Lanka,India,36,37,1,2,4,5.95,Tie,T20,94.1,97.3,1,184
2025-01-31,Joe Root,England,South Africa,100,131,1,1,0,4.38,Win,T20,46.24,76.34,1,371
2022-10-07,Rohit Sharma,Pakistan,Australia,59,110,9,8,3,8.96,Loss,Test,113.58,53.64,3,146
2020-04-25,Steve Smith,New Zealand,Pakistan,169,46,8,28,5,6.14,Tie,T20,272.22,367.39,4,256
2025-04-14,Babar Azam,Sri Lanka,Bangladesh,141,21,35,5,1,7.39,Loss,Test,160.72,671.43,3,212
2021-04-20,Kane Williamson,Pakistan,New Zealand,161,138,35,11,3,3.44,Loss,T20,236.62,116.67,2,269
2020-08-16,Virat Kohli,India,England,120,30,15,9,3,7.79,Win,Test,161.42,400,2,170
2024-11-28,Virat Kohli,England,Australia,79,139,6,9,5,7.83,Loss,T20,162.84,56.83,3,325
2023-04-17,Joe Root,Pakistan,New Zealand,148,74,24,17,0,3.95,Tie,Test,165.1,200,2,308
2021-06-12,Virat Kohli,New Zealand,England,50,43,9,2,3,9.06,Tie,T20,90.88,116.28,1,339
2023-07-25,Virat Kohli,New Zealand,Sri Lanka,21,128,0,1,4,9.33,Loss,T20,74.84,16.41,1,230
2021-03-17,David Warner,Sri Lanka,India,62,107,6,7,0,5.08,Win,T20,53.84,57.94,3,162
2024-01-08,Steve Smith,Australia,Sri Lanka,94,79,0,12,4,8.39,Win,ODI,146.22,118.99,3,305
2021-10-15,David Warner,England,Bangladesh,146,106,23,7,1,5.15,Tie,ODI,149.7,137.74,3,363
2020-12-08,Kane Williamson,Australia,India,130,122,18,13,0,8.63,Tie,ODI,122.74,106.56,2,214
2023-07-30,Steve Smith,England,Bangladesh,45,88,0,3,3,4.09,Tie,Test,83.32,51.14,3,278
2022-11-12,Steve Smith,Sri Lanka,India,44,121,4,3,4,3.65,Tie,Test,111.7,36.36,3,187
2021-12-24,Rohit Sharma,South Africa,Bangladesh,133,94,27,13,2,4.59,Win,ODI,190.32,141.49,3,214
2022-01-28,Kane Williamson,New Zealand,Bangladesh,17,47,1,0,1,6.41,Tie,Test,17.68,36.17,1,142
2022-06-20,Steve Smith,Bangladesh,India,28,109,2,3,1,5.23,Loss,T20,36.54,25.69,3,131
2024-01-07,David Warner,Bangladesh,New Zealand,124,10,7,19,1,4.76,Loss,ODI,143.48,1240,0,186
2023-09-05,Joe Root,Bangladesh,Pakistan,138,92,22,16,3,7.09,Win,Test,206.82,150,3,349
2024-04-25,Jos Buttler,India,South Africa,191,121,30,10,2,7.15,Loss,T20,211.2,157.85,3,131
2021-06-16,Steve Smith,Bangladesh,Pakistan,20,112,3,2,3,4.27,Loss,ODI,73.46,17.86,2,353
2022-07-24,Virat Kohli,England,Pakistan,120,104,18,3,2,5.92,Tie,T20,133.16,115.38,4,190
2020-10-22,Rohit Sharma,India,Australia,198,16,10,27,0,5.17,Tie,ODI,189.66,1237.5,0,312
2023-01-18,Babar Azam,Pakistan,New Zealand,33,141,4,5,3,3.05,Win,T20,93.4,23.4,1,149
2022-01-31,Kane Williamson,India,England,197,88,16,20,4,7.1,Win,Test,256.3,223.86,4,142
2023-01-07,Joe Root,Sri Lanka,Pakistan,131,86,1,6,1,4.24,Tie,ODI,97.02,152.33,4,184
2021-05-16,Jos Buttler,England,Australia,117,130,29,5,2,6.06,Win,ODI,159.38,90,4,276
2020-07-08,Babar Azam,Australia,England,183,19,38,0,2,9.04,Loss,ODI,189.42,963.16,2,169
2023-12-24,Babar Azam,New Zealand,England,18,37,3,1,5,6.66,Loss,Test,104.68,48.65,4,238
2020-01-18,Joe Root,New Zealand,Pakistan,105,135,8,1,4,7.46,Win,ODI,136.58,77.78,4,309
2021-12-20,Rohit Sharma,New Zealand,India,98,111,4,8,1,7.71,Win,ODI,85.58,88.29,4,350
2025-04-03,Jos Buttler,New Zealand,Pakistan,118,142,15,7,2,8.02,Tie,ODI,133.96,83.1,0,127
2023-12-14,Virat Kohli,India,Pakistan,25,42,1,3,0,3.71,Win,Test,16.08,59.52,2,152
2022-10-14,Kane Williamson,Australia,Sri Lanka,103,115,17,4,4,3.92,Tie,T20,169.66,89.57,2,251
2021-08-02,Rohit Sharma,Sri Lanka,England,90,3,20,12,3,4.37,Loss,ODI,172.26,3000,2,189
2024-04-20,Joe Root,Pakistan,Australia,95,66,23,10,4,6.56,Loss,T20,190.38,143.94,3,204
2020-03-31,Babar Azam,Sri Lanka,New Zealand,2,102,0,0,1,3.49,Loss,ODI,14.02,1.96,1,214
2024-04-13,Steve Smith,Bangladesh,New Zealand,1,141,0,0,0,3.83,Win,T20,-7.16,0.71,3,279
2023-12-15,David Warner,New Zealand,Australia,148,58,2,21,5,5.58,Win,Test,229.84,255.17,2,312
2024-11-30,Rohit Sharma,Australia,South Africa,149,7,32,15,1,7.54,Win,Test,188.42,2128.57,1,251
2021-06-19,Steve Smith,Australia,England,50,90,7,1,4,6.39,Loss,ODI,109.22,55.56,1,288
2020-11-06,Steve Smith,New Zealand,Bangladesh,53,68,0,4,2,5.72,Loss,ODI,67.06,77.94,0,234
2024-10-20,Jos Buttler,India,Bangladesh,74,100,6,0,4,8.03,Loss,ODI,112.94,74,2,184
2024-09-15,Babar Azam,England,Pakistan,9,90,1,1,5,5.21,Win,T20,99.08,10,4,168
2023-09-20,Rohit Sharma,Pakistan,South Africa,161,91,27,12,3,9.99,Win,Test,210.52,176.92,1,128
2021-07-22,Joe Root,India,South Africa,74,150,1,12,5,4.16,Win,ODI,166.68,49.33,3,120
